,ATS__c,Industry,numJobs,awards,contentCount,followers,freshContent,photos,starRating,clicks,monthOfSignupPageViews,timeOnSite,intDifficulty,intDuration,has_interviews,basePayAmount,subsidiary,employeesTotalNum,RespondedContacts,employerId,isWon
15316,icims,Advertising & Marketing,2.0,,,,,,,,,1274,2.5,17.0,1,49660.0,1,25.0,2.0,WWmfZ,False
15317,MyStaffingPro,Health Care,210.0,,,,,,,,,385,3.0,,0,62236.0,0,4.0,1.0,kkKOs,False
15318,CustomCrawl,Education,19.0,,,,,,,,,0,2.9,8.0,1,42926.0,0,750.0,5.0,sXqkV,False
15319,UNKNOWN,Manufacturing,0.0,,,,,,,,,201,3.0,56.0,1,77250.0,0,350.0,2.0,KRNby,False
15320,WorkforceNow,Advertising & Marketing,4.0,,,,,,,,,286,2.8,11.0,1,57050.0,0,125.0,2.0,kgNbH,False
15321,CustomCrawl,Business Services,2.0,,,,,,,,,0,3.0,15.0,1,91155.0,0,325.0,5.0,8bU2P,False
15322,UNKNOWN,,0.0,,,,,,,,,0,,,0,58276.0,0,325.0,,qzEyg,False
15323,UNKNOWN,Advertising & Marketing,0.0,0.0,4.0,8.0,4.0,0.0,1.0,131.0,,15,2.2,5.0,1,30500.0,0,25.0,1.0,MO0jS,False
15324,EMPLOYER SOURCE,Computer Hardware & Software,10.0,8.0,88.0,176.0,0.0,10.0,4.02857142857,18.0,,897,2.9,18.0,1,84222.0,0,125.0,3.0,fKsU8,False
15325,UNKNOWN,Transportation & Logistics,0.0,,,,,,,,,82,,,0,47437.0,0,540.0,1.0,awL8u,False
15326,other,Information Technology,5.0,,,,,,,,,0,3.0,,0,38193.0,0,185.0,3.0,8eXtu,False
15327,other,Health Care,65.0,,,,,,,,,1046,2.5,7.0,1,36417.0,0,3000.0,1.0,Yf0f1,False
15328,EMPLOYER SOURCE,Consumer Services,1.0,0.0,40.0,130.0,10.0,6.0,3.75,52.0,,1059,2.8,24.0,1,29920.0,0,750.0,1.0,CPv1H,False
15329,UNKNOWN,Telecommunications,0.0,,,,,,,,,210,2.5,14.0,1,37118.0,0,125.0,1.0,y5x9O,False
15330,greenhouse,Insurance,1.0,,,,,,,,,58,2.0,7.0,1,65000.0,0,125.0,2.0,iLGIa,False
15331,other,"Construction, Repair & Maintenance",16.0,2.0,6.0,38.0,2.0,4.0,3.5,342.0,,109,4.0,20.0,1,44667.0,0,350.0,2.0,ZRP2M,False
15332,SmartRecruiters,Business Services,3.0,,,,,,,,,1012,,,0,0.0,0,10.0,7.0,thslH,False
15333,CustomCrawl,Manufacturing,23.0,,,,,,,,,90,2.8,34.0,1,62806.0,0,350.0,2.0,Y51F6,True
15334,UNKNOWN,Education,0.0,8.0,34.0,66.0,8.0,22.0,4.33333333333,303.0,,737,1.5,7.0,1,57589.0,0,350.0,5.0,LJFEH,False
15335,app.theresumator.com,Health Care,12.0,0.0,2.0,50.0,0.0,0.0,5.0,144.0,,0,,,0,29120.0,0,25.0,1.0,P2q23,False
15336,UNKNOWN,,0.0,,,,,,,,,41,,,0,0.0,0,125.0,1.0,TcsaJ,False
15337,UNKNOWN,Manufacturing,0.0,,,,,,,,,-40,3.0,7.0,1,38872.0,0,150.0,,r8Tcx,False
15338,CustomCrawl,Non-Profit,20.0,0.0,38.0,80.0,12.0,0.0,2.4375,226.0,,43,3.0,16.0,1,50799.0,0,350.0,,Dnr1r,True
15339,CustomCrawl,"Oil, Gas, Energy & Utilities",82.0,,,,,,,,,896,3.1,38.0,1,72834.0,0,8527.0,13.0,cGYQq,True
15340,CustomCrawl,Health Care,30.0,,,,,,,,,0,3.0,3.0,1,26425.0,0,425.0,,W68fp,False
15341,other,Manufacturing,23.0,0.0,8.0,40.0,2.0,0.0,2.25,65.0,,0,,,0,53848.0,0,750.0,1.0,x44Qp,False
15342,CustomCrawl,Business Services,15.0,,,,,,,,,271,,,0,55517.0,0,1050.0,8.0,Rq09v,False
15343,ApplicantPro,Consumer Services,9.0,,,,,,,,,656,2.2,20.0,1,41547.0,0,350.0,1.0,TfCS2,False
15344,UNKNOWN,Non-Profit,0.0,,,,,,,,,42,2.9,19.0,1,59521.0,0,115.0,2.0,mr931,False
15345,CustomCrawl,Business Services,4.0,,,,,,,,,478,1.0,14.0,1,64618.0,0,48.0,3.0,hidLz,False
15346,UNKNOWN,Advertising & Marketing,0.0,0.0,10.0,12.0,10.0,0.0,3.0,73.0,,197,1.3,2.0,1,0.0,0,25.0,,7u9af,False
15347,greenhouse,Advertising & Marketing,22.0,,,,,,,,,0,4.0,52.0,1,0.0,0,125.0,,nFoN7,False
15348,UNKNOWN,Finance,0.0,,,,,,,,,0,3.0,14.0,1,123460.0,0,25.0,,8aIaG,False
15349,taleo,Consumer Services,1304.0,,,,,,,,,1380,2.2,10.0,1,41594.0,0,24300.0,8.0,FMs5u,False
15350,UNKNOWN,Finance,0.0,,,,,,,,,2,,,0,21112.0,0,125.0,1.0,bBrCM,False
15351,other,Manufacturing,1.0,,,,,,,,,191,3.7,51.0,1,60837.0,0,400.0,3.0,H0kQl,False
15352,CustomCrawl,Education,109.0,2.0,98.0,460.0,12.0,2.0,4.0,1362.0,,225,2.8,19.0,1,53766.0,0,750.0,5.0,kKJoK,False
15353,CustomCrawl,Information Technology,3.0,,,,,,,,,103,,,0,54333.0,0,125.0,1.0,D3KRg,False
15354,UNKNOWN,Education,0.0,,,,,,,,,882,3.0,28.0,1,51888.0,0,125.0,2.0,MUX6d,False
15355,tbe,"Oil, Gas, Energy & Utilities",9.0,,,,,,,,,133,1.4,4.0,1,35929.0,0,750.0,3.0,Y2fBE,False
15356,EMPLOYER SOURCE,Media,8.0,0.0,0.0,6.0,0.0,0.0,,,,0,,,0,53468.0,0,286.0,1.0,4YNoC,True
15357,UNKNOWN,Telecommunications,0.0,0.0,30.0,58.0,2.0,0.0,3.84615384615,56.0,,462,3.0,18.0,1,41087.0,0,10.0,4.0,iYy1r,False
15358,UNKNOWN,Finance,0.0,,,,,,,,,1198,4.0,7.0,1,0.0,0,125.0,4.0,1QrBn,False
15359,CustomCrawl,"Restaurants, Bars & Food Services",494.0,,,,,,,,,45,1.3,5.0,1,29971.0,0,3000.0,2.0,qFI0R,False
15360,EMPLOYER SOURCE,Manufacturing,3.0,,,,,,,,,58,,,0,84355.0,0,25.0,,QnkuU,True
15361,taleo,Manufacturing,68.0,0.0,208.0,560.0,18.0,4.0,2.74390243902,4079.0,,1249,3.0,13.0,1,145814.0,1,3000.0,9.0,pRgnZ,True
15362,UNKNOWN,Insurance,0.0,,,,,,,,,434,1.8,9.0,1,40007.0,0,350.0,4.0,XNkRW,False
15363,EMPLOYER SOURCE,Business Services,17.0,,,,,,,,,113,3.0,20.0,1,64750.0,0,125.0,,zGmp2,False
15364,UNKNOWN,Manufacturing,0.0,,,,,,,,,561,,,0,0.0,0,4.0,3.0,fKfL0,False
15365,healthcareSource,Health Care,57.0,,,,,,,,,0,2.4,28.0,1,112166.0,0,2923.0,1.0,LmHTt,False
15366,other,Finance,15.0,,,,,,,,,0,2.0,21.0,1,58840.0,0,350.0,4.0,zM4Yf,False
15367,SmartRecruiters,Health Care,10.0,,,,,,,,,761,2.0,11.0,1,39035.0,0,750.0,4.0,hZZfb,False
15368,CustomCrawl,Health Care,9.0,,,,,,,,,0,,,0,20800.0,0,,1.0,oGdkw,False
15369,taleo,Manufacturing,28.0,,,,,,,,,950,3.0,15.0,1,81246.0,0,2073.0,8.0,yRQxN,False
15370,other,Retail,35.0,,,,,,,,,-6,,,0,44040.0,0,350.0,,YPyBT,False
15371,UNKNOWN,Manufacturing,0.0,0.0,4.0,24.0,0.0,0.0,2.5,,,0,2.0,5.0,1,0.0,0,700.0,,picvB,False
15372,UNKNOWN,,0.0,,,,,,,,,83,,,0,0.0,0,25.0,1.0,u4rTj,False
15373,OpenHire (FTP Feed),Biotech & Pharmaceuticals,32.0,,,,,,,,,173,3.0,1.0,1,49401.0,0,3000.0,2.0,Bq8sB,False
15374,UNKNOWN,Real Estate,0.0,,,,,,,,,406,4.0,7.0,1,75000.0,0,125.0,1.0,pn2xy,False
15375,UNKNOWN,Business Services,0.0,0.0,76.0,116.0,6.0,0.0,2.5,18.0,,14,1.2,2.0,1,17885.0,0,350.0,1.0,jKRkN,True
15376,UNKNOWN,Manufacturing,0.0,,,,,,,,,625,2.2,23.0,1,44333.0,0,1000.0,1.0,TY9fc,False
15377,CustomCrawl,"Restaurants, Bars & Food Services",43.0,,,,,,,,,487,2.2,10.0,1,76917.0,0,46.0,5.0,K3CAO,False
15378,other,Health Care,331.0,,,,,,,,,0,1.0,5.0,1,39782.0,0,10000.0,,r2w9g,False
15379,CustomCrawl,Business Services,50.0,,,,,,,,,814,2.4,18.0,1,62349.0,1,3000.0,7.0,ZuFz7,False
15380,EMPLOYER SOURCE,Business Services,1.0,,,,,,,,,933,,,0,40599.0,0,45.0,1.0,ZRExd,False
15381,SmartRecruiters,,3.0,,,,,,,,,93,2.5,90.0,1,27040.0,0,4.0,1.0,6FU44,False
15382,other,Computer Hardware & Software,17.0,,,,,,,,,670,2.5,23.0,1,87362.0,0,125.0,4.0,6K8Gl,False
15383,CustomCrawl,Manufacturing,1.0,,,,,,,,,0,2.5,18.0,1,44320.0,0,350.0,,KKUGm,False
15384,UNKNOWN,,0.0,0.0,2.0,2.0,2.0,0.0,5.0,,,115,,,0,0.0,0,22.0,1.0,9XHR1,False
15385,SmartRecruiters,Information Technology,3.0,,,,,,,,,1262,3.0,52.0,1,62915.0,0,350.0,1.0,1QCDJ,False
15386,UNKNOWN,Manufacturing,0.0,,,,,,,,,905,2.0,5.0,1,457858.0,0,125.0,3.0,I2FAJ,False
15387,healthcareSource,Health Care,187.0,,,,,,,,,195,2.6,33.0,1,66338.0,0,3200.0,5.0,MYCDm,False
15388,CustomCrawl,Manufacturing,13.0,,,,,,,,,0,1.0,2.0,1,107680.0,0,350.0,2.0,OH5KX,False
15389,UNKNOWN,,0.0,,,,,,,,,0,,,0,31000.0,0,100.0,,FCfTd,False
15390,UNKNOWN,"Construction, Repair & Maintenance",0.0,,,,,,,,,623,3.0,14.0,1,0.0,0,25.0,1.0,SkCUz,False
15391,EMPLOYER SOURCE,Finance,1.0,,,,,,,,,1134,2.3,21.0,1,100874.0,0,125.0,2.0,vFRih,False
15392,app.theresumator.com,Finance,2.0,,,,,,,,,493,2.7,15.0,1,65845.0,0,125.0,4.0,FGvA1,True
15393,tbe,Insurance,23.0,,,,,,,,,542,2.9,18.0,1,59733.0,0,458.0,1.0,qNJLp,False
15394,other,Media,1.0,,,,,,,,,0,,,0,29435.0,0,38.0,1.0,S6d1r,False
15395,CustomCrawl,Manufacturing,117.0,,,,,,,,,134,2.1,6.0,1,42597.0,0,15000.0,4.0,zbDpn,False
15396,EMPLOYER SOURCE,Business Services,79.0,,,,,,,,,0,3.0,1.0,1,48787.0,0,125.0,3.0,lH97f,False
15397,CustomCrawl,Biotech & Pharmaceuticals,228.0,,,,,,,,,976,3.0,31.0,1,57633.0,0,3505.0,9.0,FMpbH,False
15398,EMPLOYER SOURCE,Manufacturing,1.0,,,,,,,,,97,2.5,17.0,1,1738468.0,0,3000.0,11.0,q5Lwd,False
15399,UNKNOWN,Health Care,0.0,,,,,,,,,0,3.0,90.0,1,17072.0,0,310.0,,4gdJD,False
15400,EMPLOYER SOURCE,Business Services,131.0,,,,,,,,,296,4.0,8.0,1,41050.0,0,25.0,1.0,7fZIl,False
15401,UNKNOWN,Information Technology,0.0,,,,,,,,,164,,,0,30825.0,0,60.0,1.0,OMokU,False
15402,other,Business Services,17.0,,,,,,,,,653,2.0,33.0,1,61181.0,1,750.0,3.0,NFNhD,False
15403,CustomCrawl,Accounting & Legal,5.0,0.0,20.0,40.0,6.0,0.0,4.14285714286,29.0,,175,2.3,2.0,1,50316.0,0,420.0,1.0,lFPJN,False
15404,CustomCrawl,Travel & Tourism,27.0,,,,,,,,,0,3.0,6.0,1,28233.0,0,3000.0,2.0,hrOgT,True
15405,UNKNOWN,Telecommunications,0.0,,,,,,,,,0,2.3,17.0,1,73725.0,0,835.0,2.0,KFA0s,False
15406,other,Health Care,228.0,,,,,,,,,35,3.0,20.0,1,48775.0,0,3000.0,5.0,F5ZL0,False
15407,other,"Restaurants, Bars & Food Services",131.0,,,,,,,,,652,2.6,6.0,1,54536.0,0,1800.0,,sZ9gr,False
15408,ApplicantPro,Non-Profit,31.0,,,,,,,,,911,2.3,13.0,1,48349.0,0,750.0,4.0,rFvls,False
15409,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,0,1.5,7.0,1,27040.0,0,100.0,1.0,PTU5o,False
15410,CustomCrawl,Health Care,13.0,,,,,,,,,0,,,0,27112.0,0,1700.0,2.0,bO7FJ,False
15411,CustomCrawl,Health Care,33.0,,,,,,,,,605,2.9,20.0,1,619714.0,0,350.0,4.0,Z6pY4,False
15412,CustomCrawl,"Arts, Entertainment & Recreation",71.0,,,,,,,,,280,,,0,30080.0,0,25.0,1.0,EpOmk,True
15413,other,Health Care,94.0,,,,,,,,,192,,,0,39057.0,0,3000.0,3.0,iUBq9,False
15414,UNKNOWN,Consumer Services,0.0,,,,,,,,,993,1.9,10.0,1,35051.0,0,7500.0,3.0,KPNVD,False
15415,CustomCrawl,Non-Profit,368.0,8.0,106.0,202.0,30.0,6.0,3.0243902439,,,1011,2.7,10.0,1,52626.0,0,8000.0,7.0,TzMTK,False
15416,CustomCrawl,"Arts, Entertainment & Recreation",201.0,,,,,,,,,1229,2.0,19.0,1,47258.0,0,580.0,5.0,1QB18,False
15417,UNKNOWN,Information Technology,0.0,,,,,,,,,714,2.6,22.0,1,53969.0,0,38.0,6.0,NnO2b,False
15418,kenexaBrassRing,Finance,66.0,,,,,,,,,1213,3.0,27.0,1,67359.0,0,3000.0,18.0,ZsM6K,True
15419,UNKNOWN,Retail,0.0,,,,,,,,,0,3.0,42.0,1,31750.0,0,500.0,,mKfXH,False
15420,Jobvite,Biotech & Pharmaceuticals,39.0,,,,,,,,,0,2.7,28.0,1,67465.0,0,750.0,4.0,u0FuO,False
15421,CustomCrawl,Retail,14.0,,,,,,,,,295,,,0,31483.0,0,125.0,4.0,Bcgqu,True
15422,CustomCrawl,Business Services,9.0,,,,,,,,,13,2.2,17.0,1,69544.0,0,3000.0,1.0,kIARZ,False
15423,UNKNOWN,"Arts, Entertainment & Recreation",0.0,0.0,18.0,64.0,4.0,0.0,4.11111111111,26.0,,296,,,0,50322.0,0,600.0,2.0,2I4TD,False
15424,UNKNOWN,Government,0.0,,,,,,,,,146,2.4,33.0,1,52493.0,0,33000.0,11.0,T7Qal,False
15425,CustomCrawl,"Arts, Entertainment & Recreation",6.0,0.0,106.0,1030.0,2.0,0.0,2.58536585366,410.0,,379,3.2,25.0,1,132641.0,1,125.0,2.0,MHMNU,True
15426,UNKNOWN,Finance,0.0,,,,,,,,,322,,,0,0.0,0,350.0,1.0,JUOJn,False
15427,CustomCrawl,Travel & Tourism,23.0,,,,,,,,,1018,2.5,42.0,1,35864.0,0,1500.0,4.0,TdEeO,False
15428,UNKNOWN,Computer Hardware & Software,0.0,,,,,,,,,196,,,0,65000.0,0,50.0,,OHeJA,False
15429,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,320,3.0,25.0,1,33260.0,0,60.0,3.0,xwps6,False
15430,EMPLOYER SOURCE,Information Technology,4.0,,,,,,,,,131,2.0,7.0,1,31000.0,0,38.0,2.0,euaEG,False
15431,CustomCrawl,Accounting & Legal,4.0,,,,,,,,,0,2.7,2.0,1,136235.0,0,1100.0,4.0,gqQmj,False
15432,CustomCrawl,Business Services,13.0,,,,,,,,,164,,,0,58521.0,0,115.0,1.0,ltPuL,False
15433,kenexaBrassRing,Manufacturing,154.0,,,,,,,,,677,3.1,17.0,1,93072.0,0,9270.0,6.0,N8Lh9,True
15434,UNKNOWN,Business Services,0.0,,,,,,,,,1280,,,0,31200.0,0,125.0,,ZqrW8,False
15435,ultiRecruit,Business Services,16.0,,,,,,,,,837,2.1,6.0,1,32673.0,0,3000.0,13.0,9oDYu,False
15436,EMPLOYER SOURCE,Business Services,6.0,,,,,,,,,464,1.2,5.0,1,26616.0,0,16.0,4.0,haKJC,False
15437,UNKNOWN,Accounting & Legal,0.0,,,,,,,,,413,2.0,2.0,1,54924.0,0,50.0,1.0,Dzjhb,False
15438,other,Retail,14.0,0.0,110.0,1512.0,6.0,0.0,2.04255319149,2178.0,,0,3.0,25.0,1,44697.0,1,1724.0,,utZKH,False
15439,CustomCrawl,Computer Hardware & Software,3.0,0.0,10.0,8.0,0.0,0.0,3.25,,,0,1.0,14.0,1,56667.0,0,25.0,,SC10V,True
15440,WorkforceNow,Finance,1.0,,,,,,,,,0,3.0,,0,26498.0,0,550.0,1.0,uyDmm,False
15441,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,376,2.5,1.0,1,26192.0,0,125.0,2.0,iHYVF,False
15442,other,"Restaurants, Bars & Food Services",22.0,,,,,,,,,484,1.5,5.0,1,20839.0,0,3000.0,6.0,l9s1x,False
15443,WorkableHR.com,Finance,1.0,,,,,,,,,717,2.3,6.0,1,34562.0,0,3000.0,1.0,uYkNr,False
15444,ApplicantPro,"Arts, Entertainment & Recreation",41.0,,,,,,,,,0,3.3,11.0,1,30431.0,0,800.0,3.0,c3YeQ,False
15445,other,Business Services,2.0,,,,,,,,,0,,,0,72065.0,0,8.0,2.0,034LC,False
15446,UNKNOWN,Health Care,0.0,,,,,,,,,495,2.4,22.0,1,93769.0,0,3000.0,1.0,O73Gd,False
15447,other,Transportation & Logistics,126.0,,,,,,,,,120,2.6,18.0,1,89446.0,0,15000.0,15.0,61pLE,True
15448,MyStaffingPro,Health Care,11.0,,,,,,,,,774,3.0,14.0,1,75494.0,0,398.0,,Otj0k,False
15449,CustomCrawl,"Construction, Repair & Maintenance",28.0,,,,,,,,,605,3.7,23.0,1,66621.0,0,1653.0,5.0,rNpGd,False
15450,CustomCrawl,Business Services,48.0,,,,,,,,,1300,2.6,23.0,1,74045.0,0,26947.0,5.0,sOMTk,False
15451,CustomCrawl,Information Technology,19.0,,,,,,,,,644,3.0,10.0,1,69667.0,0,200.0,3.0,UHsNz,False
15452,CustomCrawl,Government,2.0,,,,,,,,,7,3.3,43.0,1,54750.0,0,3600.0,4.0,kJoYB,False
15453,OpenHire (FTP Feed),Real Estate,28.0,12.0,170.0,480.0,22.0,0.0,3.62666666667,901.0,,221,2.6,26.0,1,57741.0,0,3000.0,5.0,39bLM,False
15454,EMPLOYER SOURCE,Education,9.0,,,,,,,,,28,3.0,14.0,1,60600.0,0,38.0,1.0,ovzGy,True
15455,EMPLOYER SOURCE,Health Care,5.0,,,,,,,,,38,1.5,5.0,1,34374.0,0,125.0,2.0,Mn4da,True
15456,CustomCrawl,Retail,63.0,,,,,,,,,554,2.5,18.0,1,50030.0,0,148000.0,59.0,9THKf,False
15457,MyStaffingPro,Finance,14.0,,,,,,,,,827,2.4,12.0,1,45640.0,0,350.0,1.0,D6gkK,False
15458,UNKNOWN,Information Technology,0.0,,,,,,,,,680,2.8,40.0,1,94528.0,0,125.0,4.0,eM1Wk,False
15459,WorkforceNow,Finance,15.0,,,,,,,,,862,3.0,27.0,1,50449.0,0,750.0,2.0,oJdzy,False
15460,kenexaBrassRing,Mining & Metals,20.0,,,,,,,,,234,2.6,32.0,1,90313.0,0,7600.0,9.0,oJT9N,False
15461,CustomCrawl,Telecommunications,12.0,,,,,,,,,0,,,0,52282.0,0,125.0,1.0,3zpFJ,False
15462,UNKNOWN,Real Estate,0.0,0.0,34.0,178.0,4.0,0.0,3.64285714286,192.0,,70,2.3,35.0,1,113903.0,0,12.0,2.0,UpQJK,False
15463,other,Finance,35.0,,,,,,,,,153,2.7,26.0,1,55433.0,0,370.0,3.0,gefsF,False
15464,iCIMS Master Feed,Non-Profit,14.0,,,,,,,,,-33,2.6,17.0,1,59348.0,0,900.0,1.0,pzuvx,True
15465,other,Manufacturing,44.0,,,,,,,,,531,3.5,21.0,1,54777.0,0,3000.0,11.0,u37HH,True
15466,kenexaBrassRing,,31.0,,,,,,,,,0,3.0,5.0,1,66333.0,0,360.0,3.0,N3C1k,True
15467,WorkableHR.com,"Oil, Gas, Energy & Utilities",11.0,,,,,,,,,194,2.0,21.0,1,78196.0,0,125.0,4.0,qiFiE,False
15468,other,"Oil, Gas, Energy & Utilities",11.0,,,,,,,,,880,2.0,20.0,1,65166.0,0,254.0,3.0,7AJYD,True
15469,UNKNOWN,,0.0,0.0,0.0,2.0,0.0,0.0,,,,115,,,0,0.0,0,100.0,1.0,LqIC1,False
15470,UNKNOWN,,0.0,,,,,,,,,27,,,0,0.0,0,125.0,1.0,YZPOe,False
15471,UNKNOWN,Retail,0.0,,,,,,,,,123,2.0,8.0,1,24861.0,0,3000.0,2.0,s5Zpn,False
15472,other,Computer Hardware & Software,12.0,,,,,,,,,0,,,0,70464.0,0,550.0,,gCd5y,False
15473,UNKNOWN,Education,0.0,0.0,62.0,130.0,2.0,0.0,2.34615384615,64.0,,1012,2.3,52.0,1,69063.0,0,350.0,1.0,n2zs4,False
15474,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,,,,,,,,,7,4.0,1.0,1,64889.0,0,750.0,,TKIwu,False
15475,CustomCrawl,Biotech & Pharmaceuticals,137.0,,,,,,,,,150,2.9,41.0,1,51661.0,0,3000.0,1.0,nmkCp,False
15476,taleo,"Construction, Repair & Maintenance",1925.0,,,,,,,,,869,2.6,24.0,1,101687.0,0,53500.0,31.0,QRh6C,False
15477,icims,"Arts, Entertainment & Recreation",27.0,8.0,122.0,1586.0,10.0,16.0,3.77083333333,743.0,,827,2.8,45.0,1,66088.0,0,5000.0,2.0,9VZLq,False
15478,UNKNOWN,Advertising & Marketing,0.0,0.0,14.0,22.0,0.0,0.0,2.66666666667,3.0,,4,3.0,,0,88326.0,0,73.0,1.0,bDtEP,False
15479,UNKNOWN,Business Services,0.0,,,,,,,,,112,2.0,5.0,1,0.0,0,125.0,,LgDJN,False
15480,other,Information Technology,1.0,,,,,,,,,855,1.5,1.0,1,80077.0,0,350.0,2.0,SpFn3,False
15481,CustomCrawl,Advertising & Marketing,6.0,8.0,6.0,34.0,0.0,10.0,5.0,85.0,,527,2.7,14.0,1,56410.0,0,42.0,1.0,3UCTR,True
15482,CustomCrawl,"Restaurants, Bars & Food Services",48.0,,,,,,,,,0,1.8,10.0,1,33606.0,0,5200.0,1.0,hjywG,False
15483,UNKNOWN,Aerospace & Defense,0.0,,,,,,,,,188,2.5,5.0,1,113300.0,0,125.0,1.0,BXWus,False
15484,CustomCrawl,Business Services,55.0,,,,,,,,,1234,2.7,18.0,1,87323.0,0,3400.0,16.0,vPR8J,False
15485,ultiRecruit,"Arts, Entertainment & Recreation",6.0,,,,,,,,,0,2.3,10.0,1,47257.0,0,1900.0,1.0,9R294,False
15486,UNKNOWN,Non-Profit,0.0,0.0,126.0,972.0,8.0,4.0,3.74074074074,769.0,,1111,2.7,13.0,1,37570.0,0,125.0,2.0,MRnon,False
15487,UNKNOWN,Health Care,0.0,,,,,,,,,454,,,0,0.0,0,320.0,3.0,IGmCw,False
15488,ultiRecruit,Finance,18.0,,,,,,,,,69,2.7,9.0,1,41794.0,0,437.0,5.0,Er0b5,False
15489,CustomCrawl,Education,6.0,,,,,,,,,0,1.9,10.0,1,62710.0,0,462.0,5.0,Wkg0l,False
15490,UNKNOWN,Manufacturing,0.0,,,,,,,,,106,,,0,120000.0,0,350.0,1.0,ksTre,False
15491,CustomCrawl,Non-Profit,62.0,,,,,,,,,1,1.0,1.0,1,27486.0,0,400.0,1.0,Zq7nX,False
15492,tbe,Education,95.0,,,,,,,,,531,2.3,9.0,1,59005.0,0,750.0,15.0,8SHpm,True
15493,Jobvite,Health Care,66.0,,,,,,,,,1176,3.2,44.0,1,65498.0,0,750.0,2.0,3J1kq,True
15494,CustomCrawl,Manufacturing,19.0,,,,,,,,,1414,2.5,12.0,1,37959.0,0,2500.0,1.0,90ReB,False
15495,UNKNOWN,,0.0,,,,,,,,,0,,,0,85000.0,0,14.0,1.0,SNSdO,False
15496,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,,,,,,,,,1060,2.3,34.0,1,57949.0,0,125.0,4.0,N7k8A,True
15497,iCIMS Master Feed,Business Services,48.0,,,,,,,,,0,2.9,8.0,1,40827.0,0,25.0,2.0,sXJCj,False
15498,CustomCrawl,Accounting & Legal,4.0,,,,,,,,,1255,2.3,19.0,1,77955.0,0,365.0,3.0,hKawT,False
15499,EMPLOYER SOURCE,Finance,1.0,0.0,6.0,16.0,4.0,0.0,1.0,,,126,,,0,39624.0,0,25.0,,7xneB,True
15500,UNKNOWN,Transportation & Logistics,0.0,,,,,,,,,0,1.6,7.0,1,25032.0,0,2000.0,,kl5k5,False
15501,CustomCrawl,Non-Profit,3.0,,,,,,,,,1142,2.6,15.0,1,33970.0,0,1860.0,3.0,fddJz,False
15502,UNKNOWN,Travel & Tourism,0.0,,,,,,,,,47,1.0,1.0,1,46731.0,0,125.0,1.0,GFmWv,False
15503,CustomCrawl,Education,28.0,,,,,,,,,1213,2.6,13.0,1,30549.0,0,3030.0,6.0,bDQbu,False
15504,CustomCrawl,Manufacturing,2.0,0.0,144.0,226.0,8.0,22.0,2.140625,94.0,,1270,3.1,9.0,1,65578.0,0,125.0,2.0,t5L0I,True
15505,ApplicantPro,Manufacturing,24.0,2.0,48.0,104.0,0.0,14.0,3.66666666667,227.0,,1071,3.0,25.0,1,45919.0,0,210.0,2.0,Oqh55,False
15506,EMPLOYER SOURCE,Computer Hardware & Software,6.0,,,,,,,,,824,3.0,14.0,1,56331.0,0,125.0,2.0,c3cu0,True
15507,tbe,Non-Profit,21.0,,,,,,,,,0,3.0,17.0,1,86902.0,0,307.0,2.0,aCqKG,False
15508,CustomCrawl,Education,20.0,,,,,,,,,437,3.5,25.0,1,64769.0,0,45.0,2.0,fTw6y,False
15509,UNKNOWN,Manufacturing,0.0,,,,,,,,,81,,,0,151125.0,0,3000.0,3.0,fvrlH,False
15510,UNKNOWN,Travel & Tourism,0.0,,,,,,,,,46,2.0,4.0,1,46645.0,0,300.0,1.0,vwISh,False
15511,UNKNOWN,Business Services,0.0,,,,,,,,,459,2.3,31.0,1,75256.0,0,38.0,4.0,cTRL1,False
15512,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,597,3.0,21.0,1,43328.0,0,25.0,2.0,XUKYp,False
15513,healthcareSource,Health Care,45.0,,,,,,,,,57,2.1,62.0,1,66929.0,0,3900.0,2.0,OSGsJ,False
15514,tbe,Computer Hardware & Software,60.0,,,,,,,,,538,2.4,6.0,1,69298.0,0,350.0,5.0,HzxiO,False
15515,CustomCrawl,Telecommunications,82.0,,,,,,,,,225,2.5,19.0,1,21888.0,0,125.0,3.0,DWah3,False
15516,UNKNOWN,Business Services,0.0,,,,,,,,,1,3.0,2.0,1,17648.0,0,350.0,3.0,c5gya,False
15517,CustomCrawl,"Oil, Gas, Energy & Utilities",33.0,,,,,,,,,-17,3.1,48.0,1,39778.0,0,9365.0,7.0,GdDcT,True
15518,CustomCrawl,Finance,10.0,,,,,,,,,92,2.8,17.0,1,59697.0,1,234.0,10.0,i4XDD,False
15519,UNKNOWN,Business Services,0.0,,,,,,,,,273,,,0,23784.0,0,25.0,3.0,gQHSD,False
15520,UNKNOWN,Information Technology,0.0,,,,,,,,,1072,2.7,4.0,1,79110.0,0,350.0,1.0,lLIVT,False
15521,SmartRecruiters,,3.0,,,,,,,,,0,,,0,80000.0,0,115.0,,88TVm,False
15522,other,Business Services,9.0,,,,,,,,,44,3.0,21.0,1,45698.0,0,140.0,1.0,vXjhe,False
